0.000156,0.126999
0.00019,0.126942
0.000218,0.126889
0.000246,0.12684
0.000273,0.126794
0.000301,0.126752
0.000329,0.126713
0.000356,0.126676
0.000384,0.126643
0.000411,0.126612
0.000437,0.126583
0.000464,0.126556
0.00049,0.126532
0.000517,0.126509
0.000544,0.126488
0.00057,0.126468
0.000597,0.12645
0.000624,0.126433
0.000651,0.126418
0.000677,0.126403
0.000703,0.12639
0.00073,0.126378
0.000758,0.126366
0.000785,0.126356
0.000812,0.126346
0.000838,0.126337
0.000865,0.126329
0.000891,0.126321
0.000917,0.126314
0.000943,0.126307
0.000969,0.126301
0.000996,0.126295
0.001022,0.12629
0.001048,0.126285
0.001075,0.126281
0.001102,0.126276
0.001129,0.126273
0.001156,0.126269
0.001182,0.126266
0.001208,0.126263
0.001234,0.12626
0.001261,0.126257
0.001302,0.126255
0.001319,0.126252
0.001335,0.12625
0.001351,0.126248
0.001367,0.126247
0.001383,0.126245
0.001399,0.126243
0.001415,0.126242
0.001431,0.126241
0.001447,0.12624
0.001463,0.126238
0.001479,0.126237
0.001495,0.126236
0.001511,0.126235
0.001527,0.126235
0.001543,0.126234
0.001559,0.126233
0.001575,0.126232
0.001591,0.126232
0.001607,0.126231
0.001623,0.126231
0.001639,0.12623
0.001655,0.12623
0.001671,0.126229
0.001687,0.126229
0.001703,0.126229
0.001719,0.126228
0.001734,0.126228
0.00175,0.126228
0.001766,0.126227
0.001781,0.126227
0.001797,0.126227
0.001813,0.126227
0.001829,0.126226
0.001844,0.126226
0.00186,0.126226
0.001876,0.126226
0.001891,0.126226
0.001907,0.126226
0.001923,0.126225
0.001939,0.126225
0.001955,0.126225
0.001971,0.126225
0.001987,0.126225
0.002003,0.126225
0.002019,0.126225
0.002035,0.126225
0.002051,0.126225
0.002066,0.126224
0.002082,0.126224
0.002098,0.126224
0.002114,0.126224
0.00213,0.126224
0.002146,0.126224
0.002162,0.126224
0.002178,0.126224
0.002194,0.126224
0.00221,0.126224
0.002226,0.126224
0.002241,0.126224
0.002257,0.126224
0.002273,0.126224
0.002289,0.126224
0.002305,0.126224
0.00232,0.126224
0.002336,0.126223
0.002352,0.126223
0.002368,0.126223
0.002383,0.126223
0.002399,0.126223
0.002415,0.126223
0.002431,0.126223
0.002447,0.126223
0.002463,0.126223
0.002479,0.126223
0.002495,0.126223
0.002511,0.126223
0.002527,0.126223
0.002543,0.126223
0.002559,0.126223
0.002575,0.126223
0.002591,0.126223
0.002607,0.126223
0.002623,0.126223
0.002639,0.126223
0.002655,0.126223
0.002671,0.126223
0.002687,0.126223
0.002702,0.126223
0.002718,0.126223
0.002734,0.126223
0.002749,0.126223
0.002765,0.126223
0.002781,0.126222
0.002797,0.126222
0.002813,0.126222
0.002829,0.126222
0.002845,0.126222
0.002861,0.126222
0.002877,0.126222
0.002893,0.126222
0.002909,0.126222
0.002925,0.126222
0.002941,0.126222
0.002956,0.126222
0.002972,0.126222
0.002988,0.126222
0.003004,0.126222
0.00302,0.126222
0.003035,0.126222
0.003051,0.126222
0.003067,0.126222
0.003083,0.126222
0.003098,0.126222
0.003114,0.126222
0.00313,0.126222
0.003146,0.126222
0.003162,0.126222
0.003178,0.126222
0.003194,0.126222
0.00321,0.126222
0.003225,0.126222
0.003241,0.126222
0.003257,0.126222
0.003273,0.126222
0.003288,0.126222
0.003304,0.126222
0.00332,0.126221
0.003336,0.126221
0.003352,0.126221
0.003368,0.126221
0.003384,0.126221
0.0034,0.126221
0.003415,0.126221
0.003431,0.126221
0.003447,0.126221
0.003463,0.126221
0.003481,0.126221
0.003503,0.126221
0.003519,0.126221
0.003535,0.126221
0.003551,0.126221
0.003567,0.126221
0.003583,0.126221
0.003599,0.126221
0.003615,0.126221
0.003631,0.126221
0.003646,0.126221
0.003662,0.126221
0.003678,0.126221
0.003694,0.126221
0.00371,0.126221
0.003726,0.126221
0.003742,0.126221
0.003758,0.126221
0.003774,0.126221
0.003789,0.126221
0.003805,0.126221
